Niveau,Onderwijsstructuur,Soort,Indeling,Indelingstype,Type onderwijsdoel,Titel 1,Titel 2,Titel 3,Nummer / Code,Onderwijsdoel,Attitudinaal,Geldig vanaf,Id,Onderwijsniveau_id,Verwant leergebied,Verwant subdomein,Verwant thema
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEWEGING,,,4.2,"De leerlingen kunnen een eenvoudig bewegingsverhaal opbouwen met als vertrekpunt iets wat gehoord, gezien, gelezen, gevoeld of meegemaakt wordt.",Nee,31/08/1994,basis-lager-muzische-vorming-4.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beweging,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEWEGING,,,4.3,"De leerlingen kunnen samenwerken met anderen: 
- om een eenvoudig dansverloop op te bouwen 
- om al improviserend te reageren op elkaars beweging.",Nee,31/08/1994,basis-lager-muzische-vorming-4.3,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beweging,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEWEGING,,,4.4,"De leerlingen kunnen bewegen op een creatieve manier en daarbij één of meerdere basiselementen van de beweging bespelen: 
- tijd; 
- kracht; 
- ruimte; 
- lichaamsmogelijkheden",Nee,31/08/1994,basis-lager-muzische-vorming-4.4,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beweging,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEWEGING,,,4.5,De leerlingen kunnen nieuwe dansen ontwerpen met eenvoudige passen en figuren.,Nee,31/08/1994,basis-lager-muzische-vorming-4.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beweging,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - BEWEGING,,,4.6,"De leerlingen kunnen het inoefenen, de voorbereiding, het aanwenden van de lichaamstaal en het uitvoeren (vertoning), door henzelf en anderen, kritisch bespreken.",Nee,31/08/1994,basis-lager-muzische-vorming-4.6,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-beweging,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - MEDIA,,,5.1,De leerlingen kunnen beeldsignalen waarnemen zodat men opvallend goede en minder geslaagde dingen kan doorzoeken en herkennen.,Nee,31/08/1994,basis-lager-muzische-vorming-5.1,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-media,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - MEDIA,,,5.2,De leerlingen kunnen ervaren dat een visueel beeld al dan niet vergezeld van een nieuw geluid steeds een nieuwe werkelijkheid kan oproepen.,Nee,31/08/1994,basis-lager-muzische-vorming-5.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-media,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - MEDIA,,,5.3,"De leerlingen kunnen soorten van eenvoudige hedendaagse audiovisuele opnamen en weergavetoestellen (informatiedragers) aanwijzen, benoemen en ze creatief bedienen.",Nee,31/08/1994,basis-lager-muzische-vorming-5.3,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-media,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - MEDIA,,,5.4,De leerlingen kunnen een eigen audiovisuele taal gebruiken en het massale audiovisuele aanbod een relativerende plaats toekennen.,Nee,31/08/1994,basis-lager-muzische-vorming-5.4,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-media,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - MEDIA,,,5.5,"De leerlingen kunnen eenvoudige, audiovisuele informatie uit de eigen belevingswereld herkennen, onderzoeken en vergelijken.",Nee,31/08/1994,basis-lager-muzische-vorming-5.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,http://ilearn.ilabt.imec.be/vocab/curr2/s-media,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - ATTITUDES,,,6.1,De leerlingen kunnen blijvend nieuwe dingen uit hun omgeving ontdekken.,Ja,31/08/1994,basis-lager-muzische-vorming-6.1,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - ATTITUDES,,,6.2,De leerlingen kunnen zonder vooroordelen naar kunst kijken en luisteren.,Ja,31/08/1994,basis-lager-muzische-vorming-6.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - ATTITUDES,,,6.3,De leerlingen kunnen genieten van het muzisch handelen waardoor hun expressiemogelijkheden verruimen.,Ja,31/08/1994,basis-lager-muzische-vorming-6.3,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - ATTITUDES,,,6.4,De leerlingen kunnen vertrouwen op hun eigen expressiemogelijkheden en durven hun creatieve uitingen tonen.,Ja,31/08/1994,basis-lager-muzische-vorming-6.4,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,,
Basisonderwijs,Lager Onderwijs,Gewoon,Muzische Vorming,Leergebied,Eindtermen,MUZISCHE VORMING - ATTITUDES,,,6.5,"De leerlingen kunnen respect betonen voor uitingen van leeftijdgenoten, behorend tot eigen en andere culturen.",Ja,31/08/1994,basis-lager-muzische-vorming-6.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-muzische-vorming,,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Luisteren,,,1.1,De leerlingen kunnen (verwerkingsniveau = beschrijven) de informatie achterhalen in een voor hen bestemde mededeling met betrekking tot het school- en klasgebeuren.,Nee,31/08/2006,basis-lager-nederlands-1.1,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-luisteren,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Luisteren,,,1.2,De leerlingen kunnen (verwerkingsniveau = beschrijven) de informatie achterhalen in een voor hen bestemde informatieve radio-uitzending.,Nee,31/08/2006,basis-lager-nederlands-1.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-luisteren,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Luisteren,,,1.3,"De leerlingen kunnen (verwerkingsniveau = beschrijven) de informatie achterhalen in een uiteenzetting of instructie van een medeleerling, bestemd voor de leerkracht.",Nee,31/08/2006,basis-lager-nederlands-1.3,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-luisteren,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Luisteren,,,1.4,De leerlingen kunnen (verwerkingsniveau = beschrijven) de infomatie achterhalen in een telefoongesprek.,Nee,31/08/2006,basis-lager-nederlands-1.4,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-luisteren,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Luisteren,,,1.5,De leerlingen kunnen (verwerkingsniveau = structureren) de informatie op een persoonlijke en overzichtelijke wijze ordenen bij een uiteenzetting of instructie van de leerkracht.,Nee,31/08/2006,basis-lager-nederlands-1.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-luisteren,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Luisteren,,,1.6,De leerlingen kunnen (verwerkingsniveau = structureren) de informatie op een persoonlijke en overzichtelijke wijze ordenen bij een voor hen bestemde instructie voor een buitenschoolse situatie.,Nee,31/08/2006,basis-lager-nederlands-1.6,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-luisteren,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Luisteren,,,1.7,De leerlingen kunnen (verwerkingsniveau = structureren) de informatie op een persoonlijke en overzichtelijke wijze ordenen bij een voor hen bestemde informatieve tv.-uitzending.,Nee,31/08/2006,basis-lager-nederlands-1.7,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-luisteren,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Luisteren,,,1.8,"De leerlingen kunnen (verwerkingsniveau = beoordelen) op basis van, hetzij de eigen mening, hetzij informatie uit andere bronnen, de informatie beoordelen die voorkomt in: een discussie met bekende leeftijdgenoten.",Nee,31/08/2006,basis-lager-nederlands-1.8,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-luisteren,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Luisteren,,,1.9,"De leerlingen kunnen (verwerkingsniveau = beoordelen) op basis van, hetzij de eigen mening, hetzij informatie uit andere bronnen, de informatie beoordelen die voorkomt in: een gesprek met bekende leeftijdgenoten.",Nee,31/08/2006,basis-lager-nederlands-1.9,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-luisteren,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Luisteren,,,1.10,"De leerlingen kunnen (verwerkingsniveau = beoordelen) op basis van, hetzij de eigen mening, hetzij informatie uit andere bronnen, de informatie beoordelen die voorkomt in: een door leeftijdgenoten geformuleerde oproep.",Nee,31/08/2006,basis-lager-nederlands-1.10,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-luisteren,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Spreken,,,2.1,De leerlingen kunnen (verwerkingsniveau = beschrijven) het gepaste taalregister hanteren als ze: aan leeftijdgenoten over zichzelf informatie verschaffen.,Nee,31/08/2006,basis-lager-nederlands-2.1,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-spreken,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Spreken,,,2.2,De leerlingen kunnen (verwerkingsniveau = beschrijven) het gepaste taalregister hanteren als ze: aan iemand om ontbrekende informatie vragen.,Nee,31/08/2006,basis-lager-nederlands-2.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-spreken,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Spreken,,,2.3,De leerlingen kunnen (verwerkingsniveau = beschrijven) het gepaste taalregister hanteren als ze: over een op school behandeld onderwerp aan de leerkracht verslag uitbrengen.,Nee,31/08/2006,basis-lager-nederlands-2.3,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-spreken,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Spreken,,,2.4,De leerlingen kunnen (verwerkingsniveau = beschrijven) het gepaste taalregister hanteren als ze: in een telefoongesprek informatie uitwisselen.,Nee,31/08/2006,basis-lager-nederlands-2.4,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-spreken,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Spreken,,,2.5,De leerlingen kunnen (verwerkingsniveau = structureren) het gepaste taalregister hanteren als ze: vragen van de leerkracht in verband met een behandeld onderwerp beantwoorden.,Nee,31/08/2006,basis-lager-nederlands-2.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-spreken,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Spreken,,,2.6,"De leerlingen kunnen (verwerkingsniveau = structureren) het gepaste taalregister hanteren als ze: van een behandeld onderwerp of een beleefd voorval een verbale/non-verbale interpretatie brengen, die begrepen wordt door leeftijdgenoten.",Nee,31/08/2006,basis-lager-nederlands-2.6,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-spreken,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Spreken,,,2.7,De leerlingen kunnen (verwerkingsniveau = structureren) het gepaste taalregister hanteren als ze: bij een behandeld onderwerp vragen stellen die begrepen en beantwoord kunnen worden door leeftijdgenoten.,Nee,31/08/2006,basis-lager-nederlands-2.7,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-spreken,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Spreken,,,2.8,"De leerlingen kunnen (verwerkingsniveau = structureren) het gepaste taalregister hanteren als ze: een instructie geven zodat iemand die vertrouwd is met de situatie, ze kan uitvoeren.",Nee,31/08/2006,basis-lager-nederlands-2.8,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-spreken,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Spreken,,,2.9,"De leerlingen kunnen (verwerkingsniveau = beoordelen) het gepaste taalregister hanteren als ze op basis van vergelijking, hetzij met hun eigen mening, hetzij met andere bronnen: in een gesprek kritisch reageren op de vragen en opmerkingen van bekende volwassenen.",Ja,31/08/2006,basis-lager-nederlands-2.9,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-spreken,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Spreken,,,2.10,"De leerlingen kunnen (verwerkingsniveau = beoordelen) het gepaste taalregister hanteren als ze op basis van vergelijking, hetzij met hun eigen mening, hetzij met andere bronnen: tijdens een discussie met bekende volwassenen over een behandeld onderwerp passende argumenten naar voren brengen.",Ja,31/08/2006,basis-lager-nederlands-2.10,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-spreken,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Lezen,,,3.1,De leerlingen kunnen (verwerkingsniveau = beschrijven) de informatie achterhalen in: voor hen bestemde instructies voor handelingen van gevarieerde aard.,Nee,31/08/2006,basis-lager-nederlands-3.1,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-lezen,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Lezen,,,3.2,De leerlingen kunnen (verwerkingsniveau = beschrijven) de informatie achterhalen in: de gegevens in schema's en tabellen ten dienste van het publiek.,Nee,31/08/2006,basis-lager-nederlands-3.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-lezen,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Lezen,,,3.3,De leerlingen kunnen (verwerkingsniveau = beschrijven) de informatie achterhalen in: voor hen bestemde teksten in tijdschriften.,Nee,31/08/2006,basis-lager-nederlands-3.3,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-lezen,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Lezen,,,3.4,De leerlingen kunnen (verwerkingsniveau = structureren) de informatie ordenen die voorkomt in: voor hen bestemde school- en studieteksten en instructies bij schoolopdrachten.,Nee,31/08/2006,basis-lager-nederlands-3.4,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-lezen,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Lezen,,,3.5,"De leerlingen kunnen (verwerkingsniveau = structureren) de informatie ordenen die voorkomt in: voor hen bestemde verhalen, kinderromans, dialogen, gedichten, kindertijdschriten en jeugdencyclopedieën.",Nee,31/08/2006,basis-lager-nederlands-3.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-lezen,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Lezen,,,3.6,"De leerlingen kunnen (verwerkingsniveau = beoordelen) op basis van, hetzij de eigen mening, hetzij informatie uit andere bronnen, informatie beoordelen die voorkomt in: verschillende voor hen bestemde brieven of uitnodigingen.",Nee,31/08/2006,basis-lager-nederlands-3.6,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-lezen,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Lezen,,,3.7,"De leerlingen kunnen (verwerkingsniveau = beoordelen) op basis van, hetzij de eigen mening, hetzij informatie uit andere bronnen, informatie beoordelen die voorkomt in: reclameteksten die rechtstreeks verband houden met hun leefwereld.",Nee,31/08/2006,basis-lager-nederlands-3.7,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-lezen,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Schrijven,,,4.1,"De leerlingen kunnen (verwerkingsniveau = kopiëren) overzichten, aantekeningen, mededelingen op- en overschrijven.",Nee,31/08/2006,basis-lager-nederlands-4.1,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-schrijven,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Schrijven,,,4.2,"De leerlingen kunnen (verwerkingsniveau = beschrijven) een oproep, een uitnodiging, een instructie richten aan leeftijdgenoten.",Nee,31/08/2006,basis-lager-nederlands-4.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-schrijven,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Schrijven,,,4.3,De leerlingen kunnen (verwerkingsniveau = structureren): een brief schrijven aan een bekende om een persoonlijke boodschap of belevenis over te brengen.,Nee,31/08/2006,basis-lager-nederlands-4.3,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-schrijven,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Schrijven,,,4.4,"De leerlingen kunnen (verwerkingsniveau = structureren): voor een gekend persoon een verslag schrijven van een verhaal, een gebeurtenis, een informatieve tekst.",Nee,31/08/2006,basis-lager-nederlands-4.4,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-schrijven,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Schrijven,,,4.5,De leerlingen kunnen (verwerkingsniveau = structureren): een formulier invullen met informatie over henzelf.,Nee,31/08/2006,basis-lager-nederlands-4.5,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-schrijven,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Schrijven,,,4.6,De leerlingen kunnen (verwerkingsniveau = structureren): schriftelijk antwoorden op vragen over verwerkte inhouden.,Nee,31/08/2006,basis-lager-nederlands-4.6,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-schrijven,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Schrijven,,,4.7,"De leerlingen kunnen voor het realiseren van bovenstaande eindtermen bovendien:
• hun teksten verzorgen rekening houdende met handschrift en lay-out 
• spellingsafspraken en -regels toepassen in verband met het schrijven van
• woorden met vast woordbeeld:
•  klankzuivere woorden
• hoogfrequente niet-klankzuivere woorden
• woorden met veranderlijk woordbeeld (regelwoorden):
• werkwoorden
• klinker in open/gesloten lettergreep
• verdubbeling medeklinker
• niet-klankzuivere eindletter
• hoofdletters
• interpunctietekens . , ? ! :",Nee,31/08/2006,basis-lager-nederlands-4.7,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-schrijven,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Schrijven,,,4.8,"De leerlingen ontwikkelen bij het realiseren van de eindtermen voor spreken, luisteren, lezen en schrijven de volgende attitudes:
- luister-, spreek-, lees- en schrijfbereidheid;
- plezier in luisteren, spreken, lezen en schrijven;
- bereidheid tot nadenken over het eigen luister-, spreek-, lees- en schrijfgedrag;
- bereidheid tot het naleven van luister-, spreek-, lees-, en schrijfconventies;
- weerbaarheid.",Ja,31/08/2006,basis-lager-nederlands-4.8,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-schrijven,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Strategieën,,,5.1,"De leerlingen kunnen bij de eindtermen luisteren, lezen, spreken en schrijven de volgende strategieën inzetten: zich oriënteren op aspecten van de luister-, lees-, spreek- en schrijftaak: doel, teksttype en eigen kennis, en voor spreken en schrijven ook op de luisteraar of lezer",Nee,31/08/2006,basis-lager-nederlands-5.1,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-strategieen,
Basisonderwijs,Lager Onderwijs,Gewoon,Nederlands,Leergebied,Eindtermen,Nederlands - Strategieën,,,5.2,"De leerlingen kunnen bij de eindtermen luisteren, lezen, spreken en schrijven de volgende strategieën inzetten: hun manier van luisteren, lezen, spreken en schrijven afstemmen op het luister-, lees-, spreek- en schrijfdoel, en voor spreken en schrijven ook op de luisteraar of lezer",Nee,31/08/2006,basis-lager-nederlands-5.2,http://ilearn.ilabt.imec.be/vocab/ondniv/basis-lager,http://ilearn.ilabt.imec.be/vocab/curr2/l-nederlands,http://ilearn.ilabt.imec.be/vocab/curr2/s-strategieen,
