Niveau,Soort,Graad,Stroom,Sleutelcompetentie,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.47,De leerlingen passen stapsgewijs de wetenschappelijke methode toe om een probleem te onderzoeken.,Nee,,'- Wetenschappelijke concepten uit de eindtermen van de eerste graad A-stroom,"'- Stappen in de wetenschappelijke methode: onderzoeksvraag opstellen, hypothese formuleren, methode/plan uitvoeren, waarnemingen/data analyseren, concluderen 
- Onderzoekstechnieken: metingen, waarnemingen, experimenten en terreinstudies",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-6.47-871427688,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.48,De leerlingen doorlopen een probleemoplossend proces waarbij kennis en vaardigheden uit meerdere STEM-disciplines geïntegreerd worden aangewend.,Nee,,"'- Wiskundige, natuurwetenschappelijk en technologische concepten uit de eindtermen van de eerste graad A-stroom","'- Probleemoplossende strategieën 
‣ Identificatie van deelproblemen en bijhorende wiskundige, wetenschappelijke of technische concepten 
‣ Toepassing van wiskundige, wetenschappelijke of technische principes om deelproblemen op te lossen
‣ Integratie van deeloplossingen
‣ Evaluatie en bijsturing totaaloplossing",,,,beheersingsniveau analyseren,,,31/08/2015,,sec-6.48-3602309596,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.49,De leerlingen illustreren de wisselwerking tussen STEM-disciplines onderling en met de maatschappij.,Nee,,"'- Relatie tussen maatschappelijke behoeften, keuzen en STEM-toepassingen",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-6.49-3684322202,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.50,"De leerlingen beargumenteren keuzes die ze maken om een wiskundig, natuurwetenschappelijk, technologisch of STEM-probleem op te lossen.",Nee,,"'- Wiskundige, natuurwetenschappelijke en technologische concepten uit de eindtermen van de eerste graad A-stroom",,,,,beheersingsniveau evalueren,,,31/08/2015,,sec-6.50-3170474982,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen,Bouwsteen,"Natuurwetenschappelijke, technologische en wiskundige concepten en methoden inzetten om problemen op te lossen en om objecten, systemen en hun interacties te onderzoeken en te begrijpen.",6.51,"De leerlingen relateren verschillende STEM-beroepen en -opleidingen aan natuurlijkwetenschappelijke, technologische, wiskundige en STEM-competenties.",Nee,,"'- Natuurlijkwetenschappelijke, technologische, wiskundige en STEM-concepten en vaardigheden
- STEM-beroepen en -opleidingen",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-6.51-4030982083,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-stem-onderzoek
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met getallen en hoeveelheden: getallenleer.,BG 6.1,De leerling voert met behulp van ICT bewerkingen uit in functionele contexten.,Nee,,"'- Getallen: grootte-orde, natuurlijke en negatieve getallen, eenvoudige procenten en breuken","'- Optelling, aftrekking, vermenigvuldiging, deling met natuurlijke getallen en positieve decimale getallen met maximaal 2 cijfers na de komma
- Berekening met procenten 
- Strategieën om handig te rekenen met natuurlijke getallen en positieve decimale getallen met maximaal 2 cijfers na de komma in herkenbare functionele situaties
- Schatting van grootte-orde van resultaten 
- Zinvolle afronding",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.1-1659017432,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-getallenleer
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met getallen en hoeveelheden: getallenleer.,BG 6.2,De leerling gebruikt informatie uit eenvoudige tabellen in functionele contexten.,Nee,,"'- Getallen: grootte-orde, natuurlijke en negatieve getallen, eenvoudige procenten en breuken","'- Interpretatie van gegevens
- Vergelijking van gegevens
- Bewerkingen met ICT in functie van informatieverwerking",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.2-520191195,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-getallenleer
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met getallen en hoeveelheden: getallenleer.,BG 6.3,De leerling gebruikt maatgetallen en eenheden van grootheden in functionele contexten.,Nee,"'- Courante eenheden voor tijd, lengte, oppervlakte, inhoud/volume en massa: uren, minuten, seconden, kilometer, meter, centimeter, millimeter, liter, deciliter, centiliter, milliliter, vierkante meter, kubieke meter, kilogram, gram","'- Onderscheid tussen lengte, oppervlakte en inhoud/volume
- Grootte-orde en maatsbesef van grootheden horende bij lengte, oppervlakte, inhoud/volume, tijd, massa","'- Interpretatie en bepaling van eenheden 
- Bepaling van lengte, tijd, massa
- Bewerkingen met ICT
- Schatting van grootte-orde van resultaten
- Zinvolle afronding",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.3-51479915,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-getallenleer
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met ruimte en vorm: meetkunde en metend rekenen.,BG 6.4,De leerling herkent meetkundige objecten en meetkundige relaties in  functionele contexten.,Nee,,"'- Onderscheid tussen vlakke figuren en ruimtefiguren
- Meetkundige relaties in het vlak: loodrechte hoeken, evenwijdige rechten
- Meetkundige objecten: driehoek, vierhoek (vierkant en rechthoek), cirkel, balk, kubus, bol",,,,,beheersingsniveau onthouden,,,31/08/2015,,sec-bg-6.4-3735138043,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-meetkunde-en-metend-rekenen
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met ruimte en vorm: meetkunde en metend rekenen.,BG 6.5,De leerling berekent omtrek en oppervlakte van een rechthoek in functionele contexten.,Nee,,'- Omtrek en oppervlakte,"'- Omtrek en oppervlakte van een rechthoek met gegeven formule, lengte en breedte 
- Bewerkingen met ICT",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.5-3715663252,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-meetkunde-en-metend-rekenen
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,"Inzicht ontwikkelen in en omgaan met relatie en verandering: zoals algebra, analyse en discrete structuren.",BG 6.6,De leerling gebruikt wiskundige verhoudingen in functionele contexten.,Nee,,'- Gelijkwaardige wiskundige verhoudingen,"'- Verhoudingstabel
- Bewerkingen met ICT",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.6-2800946727,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-algebra-analyse
Secundair onderwijs,Gewoon,1ste graad,A-stroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",Eindtermen basisgeletterdheid,Bouwsteen,Inzicht ontwikkelen in en omgaan met data en onzekerheid: zoals kansrekenen en statistiek.,BG 6.7,De leerling haalt informatie uit diagrammen in functionele contexten.,Nee,,"'- Staafdiagram, cirkeldiagram, lijndiagram","'- Waarden aflezen 
- Interpretatie van gegevens",,,,beheersingsniveau toepassen,,,31/08/2015,,sec-bg-6.7-45641153,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-kansrekenen-statistiek
Secundair onderwijs,Gewoon,1ste graad,A-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Historische fenomenen situeren in een historisch referentiekader.,8.1,"De leerlingen onderbouwen een historisch referentiekader met structuurbegrippen, scharnierpunten en kenmerken van een periode.",Nee,"'- Structuurbegrippen met betrekking tot:
‣ Tijd: millennium, eeuw, jaar, tijdrekening, chronologie, periode, continuïteit, verandering, evolutie, revolutie, duur
‣ Ruimte: lokaal, regionaal, stedelijk en ruraal, continentaal en maritiem
‣ Maatschappelijke domeinen: politiek, sociaal, cultureel, economisch
- De drie dimensies van een inhoudelijk historisch referentiekader: tijd, ruimte en maatschappelijke domeinen
- De zeven periodes van het courante westerse historische referentiekader: de prehistorie, het oude nabije oosten, de klassieke oudheid, de middeleeuwen, de vroegmoderne tijd, de moderne tijd, de hedendaagse tijd","'- Kenmerken en scharnierpunten eigen aan de prehistorie, het oude nabije oosten, de klassieke oudheid
- De drie dimensies van een inhoudelijk historisch referentiekader: tijd, ruimte en maatschappelijke domeinen
- De zeven periodes van het courante westerse historische referentiekader: de prehistorie, het oude nabije oosten, de klassieke oudheid, de middeleeuwen, de vroegmoderne tijd, de moderne tijd, de hedendaagse tijd",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-8.1-401968564,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-tijdlijn
Secundair onderwijs,Gewoon,1ste graad,A-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Historische fenomenen situeren in een historisch referentiekader.,8.2,De leerlingen onderscheiden voor elk van de drie bestudeerde historische periodes kenmerken van samenlevingen evenals gelijkenissen en verschillen in kenmerken tussen samenlevingen uit elk van de verschillende periodes.,Nee,"'- De drie bestudeerde periodes: prehistorie, oude nabije oosten, klassieke oudheid
- Kenmerken van samenlevingen uit elk van de drie bestudeerde periodes (prehistorie, oude nabije oosten, klassieke oudheid), voor elk van de maatschappelijke domeinen:
‣ Politiek: stadstaat, rijk, dynastie, republiek, autocratie, aristocratie, democratie, imperialisme, kolonisatie, ambtenaren 
‣ Sociaal: nomadische samenleving, sedentaire samenleving, standenmaatschappij, patriarchale samenleving, migratie, ongelijkheid, slavernij, burgerrechten, oorlog en vrede
‣ Cultureel: mythologie, wetenschappen, filosofie, natuurreligie, polytheïsme, monotheïsme, staatsgodsdienst, kunstuiting, schriftsoorten, cultuur, mondelinge traditie, multiculturele samenleving
‣ Economisch: jager-verzamelaar, agrarische (r)evolutie (of: neolithische revolutie), landbouw, ambacht, handel, ruileconomie, geldeconomie","'- De drie bestudeerde periodes: prehistorie, oude nabije oosten, klassieke oudheid
- Kenmerken van samenlevingen uit elk van de drie bestudeerde periodes (prehistorie, oude nabije oosten, klassieke oudheid), voor elk van de maatschappelijke domeinen:
‣ Politiek: stadstaat, rijk, dynastie, republiek, autocratie, aristocratie, democratie, imperialisme, kolonisatie, ambtenaren 
‣ Sociaal: nomadische samenleving, sedentaire samenleving, standenmaatschappij, patriarchale samenleving, migratie, ongelijkheid, slavernij, burgerrechten, oorlog en vrede
‣ Cultureel: mythologie, wetenschappen, filosofie, natuurreligie, polytheïsme, monotheïsme, staatsgodsdienst, kunstuiting, schriftsoorten, cultuur, mondelinge traditie, multiculturele samenleving
‣ Economisch: jager-verzamelaar, agrarische (r)evolutie (of: neolithische revolutie), landbouw, ambacht, handel, ruileconomie, geldeconomie",,,,,beheersingsniveau analyseren,,,31/08/2015,,sec-8.2-331395839,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-tijdlijn
Secundair onderwijs,Gewoon,1ste graad,A-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Historische fenomenen situeren in een historisch referentiekader.,8.3,De leerlingen illustreren beperkingen van de westerse periodisering.,Nee,,"'- Beperkingen van de periodisering in tijd, ruimte en maatschappelijke domeinen","'- Principes van periodisering, zoals afbakening op basis van kenmerken, gebeurtenissen, symbolische begin- en einddatum, constructie achteraf, verschillend volgens samenleving",,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-8.3-3885425435,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-tijdlijn
Secundair onderwijs,Gewoon,1ste graad,A-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Kritisch reflecteren met en over historische bronnen.,8.4,"De leerlingen evalueren de context, betrouwbaarheid, representativiteit en bruikbaarheid van historische bronnen in het licht van een historische vraag.",Nee,,"'- Standplaatsgebondenheid, perspectief van de auteur/maker, doelpubliek, onderscheid tussen bronnen en werken van historici (primaire en secundaire historische bronnen), functie
- Betekenis van overblijfselen en van soorten historische bronnen zoals geschreven, mondelinge, (audio-)visuele en materiële bronnen
- Context, betrouwbaarheid, representativiteit en bruikbaarheid","'- Interpreteren van contextinformatie
- Evaluatie van de gegeven bronnenselectie",,,,beheersingsniveau evalueren,,,31/08/2015,,sec-8.4-3285768175,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-bronnenkritiek
Secundair onderwijs,Gewoon,1ste graad,A-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Kritisch reflecteren met en over historische bronnen.,8.5,"De leerlingen onderscheiden informatie in historische bronnen met inbegrip van gelijkenissen en verschillen hierin tussen historische bronnen, in het licht van een historische vraag en rekening houdend met reflectie over bronnen.",Nee,,"'- Standplaatsgebondenheid, perspectief van de auteur/maker, doelpubliek",'- Kritische bronnenconfrontatie,,,,beheersingsniveau analyseren,,,31/08/2015,,sec-8.5-604027848,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-bronnenkritiek
Secundair onderwijs,Gewoon,1ste graad,A-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Tot beargumenteerde historische beeldvorming komen vanuit verschillende perspectieven.,8.6,De leerlingen vullen aan de hand van historische bronnen en vanuit een historische vraag op beargumenteerde wijze historische beeldvorming aan.,Nee,"'- Structuurbegrippen met betrekking tot tijd, ruimte en maatschappelijke domeinen (zie eindterm 8.1)
- Structuurbegrippen met betrekking tot typische historische redeneerwijzen, zoals oorzaak-gevolg, aanleiding, toeval, perspectief, historische inleving, continuïteit, verandering, argument, bewijs, gelijktijdigheid en ongelijktijdigheid, bedoelde en onbedoelde handelingen","'- Een selectie van de verplichte kenmerken van de drie bestudeerde historische periodes (zie eindterm 8.1)
- Standplaatsgebondenheid","'- Historische redeneerwijzen zoals causaal redeneren, continuïteit en verandering analyseren, zich historisch inleven, meerdere perspectieven in acht nemen, actualiseren en historiseren, bewijs gebruiken, verbanden leggen tussen historische feiten",,,,beheersingsniveau evalueren,,,31/08/2015,,sec-8.6-3767876250,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-beeldvorming
Secundair onderwijs,Gewoon,1ste graad,A-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,Tot beargumenteerde historische beeldvorming komen vanuit verschillende perspectieven.,8.7,De leerlingen beoordelen een historische redenering met behulp van de dimensies van het referentiekader.,Nee,"'- De drie dimensies van een inhoudelijk historisch referentiekader: tijd, ruimte en maatschappelijke domeinen","'- De drie dimensies van een inhoudelijk historisch referentiekader: tijd, ruimte en maatschappelijke domeinen
- Een selectie van de verplichte kenmerken van de drie bestudeerde historische periodes (zie hoger)
- Anachronisme, drogredenering, standplaatsgebondenheid","'- Historische redeneerwijzen zoals causaal redeneren, continuïteit en verandering analyseren, zich historisch inleven, meerdere perspectieven in acht nemen, actualiseren en historiseren, bewijs gebruiken, verbanden leggen tussen historische feiten",,,,beheersingsniveau evalueren,,,31/08/2015,,sec-8.7-4145383914,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-beeldvorming
Secundair onderwijs,Gewoon,1ste graad,A-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,"Over de complexe relatie tussen verleden, heden en toekomst reflecteren en deze duiden.",8.8,De leerlingen lichten binnen een gegeven probleemstelling de invloed van hun eigen standplaatsgebondenheid en die van anderen op historische beeldvorming toe.,Nee,,"'- Standplaatsgebondenheid 
- Onderscheid verleden-geschiedenis",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-8.8-3516702926,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-dynamieken
Secundair onderwijs,Gewoon,1ste graad,A-stroom,8. Competenties met betrekking tot historisch bewustzijn,Eindtermen,Bouwsteen,"Over de complexe relatie tussen verleden, heden en toekomst reflecteren en deze duiden.",8.9,De leerlingen illustreren hoe mythevorming rond historische fenomenen historische beeldvorming vervormt.,Nee,,"'- Mythevorming, herinnering, geschiedenis
- Onderscheid tussen verleden en geschiedenis
- Historische fenomenen zoals personen, plaatsen, gebeurtenissen",,,,,beheersingsniveau begrijpen,,,31/08/2015,,sec-8.9-337208637,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-historisch-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-historische-dynamieken
Secundair onderwijs,Gewoon,1ste graad,A-stroom,9. Competenties met betrekking tot ruimtelijk bewustzijn,Eindtermen,Bouwsteen,"Personen, plaatsen, patronen en processen situeren op verschillende ruimtelijke schaalniveaus en tijdsschalen.",9.1,"De leerlingen situeren personen, plaatsen en patronen op relevante ruimtelijke schaalniveaus.",Nee,,"'- Principes van absoluut en relatief situeren op relevante ruimtelijke schaalniveaus: van lokaal over regionaal tot mondiaal 
‣ Sterrenkundig (wereldgradennet, coördinatenstelsel, evenaar/nulmeridiaan, halfronden)
‣ Staatkundige referentiepunten zoals gemeente, regio, land en continent
‣ Topografische referentiepunten: oceaan, zee, rivier, reliëfeenheid",'- Gebruik van principes van absoluut en relatief situeren,,,,beheersingsniveau toepassen,,,31/08/2015,,sec-9.1-2128234384,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-ruimtelijk-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-ruimte-en-tijd
Secundair onderwijs,Gewoon,1ste graad,A-stroom,9. Competenties met betrekking tot ruimtelijk bewustzijn,Eindtermen,Bouwsteen,"Plaatsbegrip hanteren om lokale, nationale en internationale gebeurtenissen in een geografisch kader te plaatsen.",9.2,De leerlingen beschrijven kenmerken van landschapsvormende lagen.,Nee,"'- Kenmerken van landschapsvormende lagen 
‣ Sociaal-geografisch: bebouwing zoals types van bebouwing en verspreiding van bebouwing, infrastructuur zoals transportwegen en nutsvoorzieningen en landgebruik zoals landbouw, industrie en woongebied
‣ Fysisch-geografisch: reliëf (reliëfelementen zoals helling, horizon, hoogteverschil en hoogteligging, reliëfvormen zoals vlakte, plateau, heuvel, gebergte); klimaat zoals warm, gematigd, koud, droog en nat; vegetatie zoals naaldbomen, loofbomen, grassen, mossen; bodem zoals textuur en drainering; ondergrond zoals zand, leem, klei, kalksteen.
- Beïnvloedende factoren: hoogte, afstand tot de zee en aanwezigheid van water","'- Landschapsvormende lagen: 
‣ Sociaal-geografisch: bebouwing, infrastructuur en landgebruik
‣ Fysisch-geografisch: reliëf (reliëfelementen, reliëfvormen), weer en klimaat, vegetatie, bodem en ondergrond
- Beïnvloedende factoren: hoogte, afstand tot de zee en aanwezigheid van water",,,"'◦ Relevant voor eigen leefwereld en, afhankelijk van de actualiteit, op relevante ruimtelijke schaalniveaus: van lokaal over regionaal tot mondiaal
◦ Wordt gerealiseerd met behulp van aangereikte bronnen",,beheersingsniveau begrijpen,,,31/08/2015,,sec-9.2-1594861620,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-ruimtelijk-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-landschap-en-plaats
Secundair onderwijs,Gewoon,1ste graad,A-stroom,9. Competenties met betrekking tot ruimtelijk bewustzijn,Eindtermen,Bouwsteen,"Plaatsbegrip hanteren om lokale, nationale en internationale gebeurtenissen in een geografisch kader te plaatsen.",9.3,De leerlingen onderzoeken relaties tussen landschapsvormende lagen van plaatsen om verschillen tussen landschappen te verklaren.,Nee,"'- Landschappen als resultaat van combinatie van een reeks landschapsvormende lagen 
- Aard van de relaties tussen landschapsvormende lagen:
‣ Verticaal en horizontaal: zoals de relatie tussen bodemgebruik en bodem, landgebruik en helling, bodem en ondergrond, klimaat en vegetatie of woonplaats en werkplaats
‣ Versterkend of verzwakkend, conflicterend: zoals wegeninfrastructuur door een natuurgebied, reliëfvormen en bevolkingsspreiding","'- Landschappen als resultaat van combinatie van een reeks landschapsvormende lagen 
- Aard van de relaties tussen landschapsvormende lagen:
‣ Verticaal en horizontaal
‣ Versterkend of verzwakkend, conflicterend",'- Gebruik van geografische onderzoekstechnieken (selectie van relevantie technieken uit eindterm 9.8),,"'◦ Relevant voor eigen leefwereld en, afhankelijk van de actualiteit, op relevante ruimtelijke schaalniveaus: van lokaal over regionaal tot mondiaal",,beheersingsniveau analyseren,,,31/08/2015,,sec-9.3-3481273443,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-ruimtelijk-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-landschap-en-plaats
Secundair onderwijs,Gewoon,1ste graad,A-stroom,9. Competenties met betrekking tot ruimtelijk bewustzijn,Eindtermen,Bouwsteen,"Plaatsbegrip hanteren om lokale, nationale en internationale gebeurtenissen in een geografisch kader te plaatsen.",9.4,De leerlingen karakteriseren ruimtelijke patronen op verschillende schaalniveaus.,Nee,"'- Ruimtelijke patronen op verschillende schaalniveaus van lokaal over regionaal tot mondiaal:
‣ Reliëfeenheden zoals plateaugebieden en gebergten
‣ Klimaatzones zoals warm, gematigd, koud, nat en droog
‣ Vegetatiezones zoals loofbossen, naaldbossen, duinen, heide (lokaal/regionaal) tot regenwouden, woestijn, savanne, steppe, toendra, taïga (mondiaal)
‣ Bevolkingsspreiding zoals weinig en dichtbevolkt","'- Ruimtelijke patronen op verschillende schaalniveaus van lokaal over regionaal tot mondiaal:
‣ Reliëfeenheden
‣ Klimaatzones 
‣ Vegetatiezones 
‣ Bevolkingsspreiding",,,"'◦ Relevant voor eigen leefwereld en, afhankelijk van de actualiteit, op relevante ruimtelijke schaalniveaus: van lokaal over regionaal tot mondiaal
◦ Wordt gerealiseerd met behulp van aangereikte bronnen",,beheersingsniveau begrijpen,,,31/08/2015,,sec-9.4-3359556991,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr1-astroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-ruimtelijk-bewustzijn,http://ilearn.ilabt.imec.be/vocab/curr1/s-landschap-en-plaats
