Niveau,Soort,Graad,Onderwijsvorm,Finaliteit,Sleutelcompetentie,Wetenschapsdomein,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Studierichtingen,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in en omgaan met relatie en verandering: zoals algebra, analyse en discrete structuren.",6.4,De leerlingen onderzoeken het verloop van veeltermfuncties met behulp van afgeleiden.,Nee,"'- Afgeleide functie
- Stijgen, dalen, extrema","'- Verband tussen de afgeleide in een punt en de afgeleide functie
- Verloop van een functie: stijgen/dalen, extrema
- Verband tussen het tekenverloop van de afgeleide functie en het stijgen/dalen en de extrema van de veeltermfunctie","'- Berekenen van de afgeleide van een veeltermfunctie 
- Bepalen van het verloop van een veeltermfunctie a.d.h.v. de grafiek van de afgeleide functie
- Bepalen van het verloop van een veeltermfunctie a.d.h.v. het voorschrift van de afgeleide functie
- Schetsen van een grafiek zonder ICT, tekenen van een grafiek met ICT
- Oplossen van extremumproblemen",,"'◦ De eindterm wordt zowel met als zonder context gerealiseerd.◦ Ten minste volgende contexten komen aan bod: snelheid, versnelling, marginale grootheden in de economie.◦ Veeltermfuncties van de eerste, tweede en derde graad komen aan bod.",,beheersingsniveau analyseren,,,,,,sec-6.4-4053933275,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-algebra-analyse
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in en omgaan met relatie en verandering: zoals algebra, analyse en discrete structuren.",6.5,De leerlingen onderzoeken de kenmerken van de functie f(x) = ax met a ∈ ℝ⁺₀\{1}.,Nee,"'- Exponentiële functie
- Domein, bereik, stijgen, dalen, toenemende/afnemende stijging/daling, horizontale asymptoot, gedrag op oneindig","'- Exponentiële functie
- Kenmerken van een functie: domein, bereik, stijgen/dalen, toenemende/afnemende stijging/daling, horizontale asymptoot, gedrag op oneindig
- Representaties van een exponentiële functie en de onderlinge samenhang ervan: tabel, grafiek en voorschrift
- Invloed van het grondtal a","'- Bepalen van andere representaties van een exponentiële functie vanuit een gegeven representatie 
- Schetsen van een grafiek zonder ICT, tekenen van een grafiek met ICT
- Bepalen van functiekenmerken a.d.h.v. een grafiek, met functioneel gebruik van ICT
- Bepalen van functiekenmerken a.d.h.v. het voorschrift",,,,beheersingsniveau analyseren,,,,,,sec-6.5-2444922719,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-algebra-analyse
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in en omgaan met relatie en verandering: zoals algebra, analyse en discrete structuren.",6.6,De leerlingen gebruiken modellen voor exponentiële groei.,Nee,"'- Lineaire groei, exponentiële groei 
- Logaritme
- Beginwaarde, groeifactor, groeipercentage","'- Eerstegraadsfunctie, exponentiële functie
- Logaritme met willekeurig grondtal
- Rekenkundige en meetkundige rij
- Beginwaarde, groeifactor, groeipercentage
- Verschillen tussen lineaire en exponentiële groei
- Representaties van een exponentiële functie en de onderlinge samenhang ervan: verwoording, tabel, grafiek en voorschrift","'- Gebruiken van exponentiële functies als model voor exponentiële groei
- Bepalen van andere representaties van een exponentiële functie vanuit een gegeven representatie 
- Bepalen met functioneel gebruik van ICT van de beginwaarde, de groeifactor, het groeipercentage, de waarde na bepaalde tijd, de tijd waarop een bepaalde waarde wordt bereikt",,"'◦ De eindterm wordt met context gerealiseerd.◦ Ten minste volgende contexten komen aan bod: enkelvoudige en samengestelde intrest en natuurwetenschappelijke contexten zoals radioactief verval, groei van een populatie.",,beheersingsniveau toepassen,,,,,,sec-6.6-1430533698,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-algebra-analyse
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in en omgaan met relatie en verandering: zoals algebra, analyse en discrete structuren.",6.7,De leerlingen onderzoeken de kenmerken van de functie f(x) = sin x.,Nee,"'- Radiaal
- Sinusfunctie
- Domein, bereik, nulwaarde of nulpunt, tekenverloop, stijgen, dalen, extrema, periode, amplitude","'- Verband tussen hoeken in zestigdelige graden en hoeken in radialen
- Georiënteerde hoek
- Goniometrische cirkel
- De sinus van een reëel getal 
- Sinusfunctie
- Verband tussen de sinusfunctie en de goniometrische cirkel 
- Representaties van een sinusfunctie en de onderlinge samenhang ervan: tabel, grafiek en voorschrift
- Kenmerken van een functie: domein, bereik, nulwaarden, tekenverloop, stijgen/dalen, extrema, periode, amplitude","'- Bepalen van andere representaties van een sinusfunctie vanuit een gegeven representatie 
- Schetsen van een grafiek zonder ICT, tekenen van een grafiek met ICT
- Bepalen van functiekenmerken a.d.h.v. een grafiek, met functioneel gebruik van ICT
- Bepalen van functiekenmerken a.d.h.v. het voorschrift",,,,beheersingsniveau analyseren,,,,,,sec-6.7-1559769219,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-algebra-analyse
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in en omgaan met relatie en verandering: zoals algebra, analyse en discrete structuren.",6.8,"De leerlingen brengen met behulp van transformaties van de vorm f(x) + k, f(x - k), f(x/k) en k·f(x) met k ∈ ℝ₀ de grafieken van sinusfuncties en exponentiële functies in verband met de grafieken van de overeenkomstige standaardfuncties.",Nee,"'- Standaardfuncties: f(x) = sin x, f(x) = ax - Algemene vormen: f(x) = a·sin [b(x-c)] + d, f(x)= b·ax + c - Periode, frequentie, amplitude, evenwichtslijn of evenwichtspositie, faseverschuiving - Beginwaarde, groeifactor","'- Transformaties: verschuiving, spiegeling, verschaling
- Standaardfuncties: f(x) = sin x, f(x) = a^x
- Algemene vormen: f(x) = a·sin [b(x-c)] + d, f(x)= b·a^x + c
- Periode, frequentie, amplitude, evenwichtslijn of evenwichtspositie, faseverschuiving
- Beginwaarde, groeifactor","'- Opstellen van het voorschrift a.d.h.v. de grafiek
- Schetsen van de grafiek a.d.h.v. het voorschrift",,'◦ De eindterm wordt zowel met als zonder context gerealiseerd.,,beheersingsniveau analyseren,,,,,,sec-6.8-3994353856,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-algebra-analyse
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in en omgaan met relatie en verandering: zoals algebra, analyse en discrete structuren.",6.9,De leerlingen lossen vergelijkingen die bij de bestudeerde functies horen grafisch op.,Nee,,"'- Getallenas, grafiek
- Het verband tussen
‣ De oplossing(en) van een vergelijking van de vorm f(x) = 0 en de nulwaarde(n) van de functie f 
‣ De oplossing(en) van een vergelijking van de vorm f(x) = g(x) en de gemeenschappelijke punten van de grafieken van de functies f en g","'-  Grafisch oplossen van vergelijkingen, met en zonder ICT; opgaven zonder ICT zijn beperkt in complexiteit",,"'◦ De eindterm wordt zowel met als zonder context gerealiseerd.◦ De bestudeerde functies staan beschreven in eindtermen 6.4, 6.5, 6.7 en 6.8.",,beheersingsniveau toepassen,,,,,,sec-6.9-2736311339,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-algebra-analyse
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in en omgaan met relatie en verandering: zoals algebra, analyse en discrete structuren.",6.10,De leerlingen gebruiken rekenkundige en meetkundige rijen om patronen te beschrijven en problemen op te lossen.,Nee,"'- Rij, rekenkundige rij, meetkundige rij
- Recursief voorschrift van een rekenkundige en een meetkundige rij, inclusief formules
- Algemene term van een rekenkundige en een meetkundige rij, inclusief formules","'- Rij, rekenkundige rij, meetkundige rij
- Recursief voorschrift van een rij
- Algemene term van een rekenkundige en een meetkundige rij
- Grafische voorstelling van een rekenkundige en een meetkundige rij
- Kenmerken van een rekenkundige en een meetkundige rij 
‣ Stijgen/dalen
‣ Constante/toenemende/afnemende stijging/daling 
‣ Gedrag op oneindig
- Lineaire en exponentiële groei
- Som van de eerste n termen van een rekenkundige en een meetkundige rij, inclusief formules","'- Van een rekenkundige en een meetkundige rij
‣ Opstellen van het recursief voorschrift
‣ Opstellen van de algemene term
‣ Schetsen van de grafiek zonder ICT, tekenen van de grafiek met ICT
‣ Berekenen van de n-de term via het recursief voorschrift, via de algemene term
‣ Berekenen van de som van de eerste n termen",,"'◦ De eindterm wordt zowel met als zonder context gerealiseerd.◦ Ten minste volgende contexten komen aan bod: enkelvoudige en samengestelde intrest, annuïteiten.",,beheersingsniveau toepassen,,,,,,sec-6.10-2152058399,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-algebra-analyse
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,Inzicht ontwikkelen in en omgaan met data en onzekerheid: zoals kansrekenen en statistiek.,6.11,"De leerlingen onderzoeken frequenties en kansen met behulp van kruistabellen, boomdiagrammen en de wet van Laplace.",Nee,"'- Boomdiagram, kruistabel
- Gebeurtenis, uitkomst, uitkomstenverzameling
- Absolute en relatieve frequentie
- Kans","'- Boomdiagram, kruistabel
- Gebeurtenis, uitkomst, uitkomstenverzameling
- Wet van Laplace
- Absolute en relatieve frequentie
- Kans
- Verband tussen relatieve frequentie en empirische kans","'- Toepassen van de wet van Laplace
- Opstellen van een boomdiagram en een kruistabel
- Voor zowel afhankelijke als onafhankelijke gebeurtenissen, bepalen van
‣ Kansen, inclusief marginale en voorwaardelijke kansen 
‣ Absolute en relatieve frequenties, inclusief marginale en voorwaardelijke frequenties
d.m.v. redeneren aan de hand van een boomdiagram en een kruistabel, waarbij de achterliggende principes van de som-, product- en complementregel, de wet van de totale kans en de wet van Bayes slechts impliciet aan bod komen",,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau analyseren,,,,,,sec-6.11-696981899,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-kansrekenen-statistiek
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,Inzicht ontwikkelen in en omgaan met data en onzekerheid: zoals kansrekenen en statistiek.,6.12,De leerlingen verklaren het belang van randomisatie en representativiteit bij steekproeven en bij experimenteel vergelijkend onderzoek voor het formuleren van statistische besluiten over een populatie.,Nee,"'- Representativiteit
- Steekproef
- Populatie","'- Variabiliteit van steekproeven
- Aselecte steekproef
- Populatie
- Randomisatie
- Selectiebias
- Criteria voor representativiteit
- Vaak voorkomende fouten, misconcepties, tekortkomingen en manipulaties bij het voorstellen en interpreteren van statistische informatie
‣ Het niet gebruiken van aselecte steekproeven
‣ Het gebruik van te kleine steekproeven
‣ Het niet weergeven of de gegevens afkomstig zijn van observationeel onderzoek dan wel van experimenteel onderzoek",,,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau begrijpen,,,,,,sec-6.12-2187583694,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-kansrekenen-statistiek
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,Inzicht ontwikkelen in en omgaan met data en onzekerheid: zoals kansrekenen en statistiek.,6.13,De leerlingen gebruiken de normale verdeling in betekenisvolle situaties.,Nee,"'- Gemiddelde, standaardafwijking
- Normale verdeling","'- Normaal verdeelde kansvariabele
- Dichtheidsfunctie van een normaal verdeelde kansverdeling
- De Gausskromme als idealisering van een klokvormig histogram
- Grafische betekenis van gemiddelde en standaardafwijking van een normaal verdeelde kansvariabele in termen van de Gausskromme
- Relatieve frequentie en kans als oppervlakte van een gepast gebied onder de Gausskromme","'- Grafisch beoordelen van de toepasbaarheid van het model van de normale verdeling bij gegeven data
- Berekenen van het rekenkundig gemiddelde en de standaardafwijking van gegeven data met ICT als schatting voor de parameters van de normale verdeling
- Grafisch interpreteren van het gemiddelde en de standaardafwijking van een normale verdeling
- Berekenen van kansen met ICT bij een normaal verdeelde kansvariabele",,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau toepassen,,,,,,sec-6.13-1308011873,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-kansrekenen-statistiek
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,Redeneringen opbouwen en abstraheren rekening houdend met de samenhang en structuur van wiskunde.,6.14,De leerlingen analyseren logische afleidingen en redeneringen.,Nee,"'- Symbolen: ∧, ∨, ¬, ⇒, ⇔","'- Logische uitspraak
- Waarheidswaarde
- Tautologie, contradictie
- Betekenis van negatie, conjunctie, disjunctie, implicatie, equivalentie in de logica
- Voldoende voorwaarde, noodzakelijke voorwaarde
- Logische wetten, substitutieregels, geldige redeneervormen zoals
‣ De wet van de dubbele negatie
‣ Contrapositie van een implicatie, bewijs uit het ongerijmde
‣ De wetten van de Morgan 
‣ De wet van de uitgesloten derde
‣ Equivalentie als conjunctie of disjunctie
‣ Distributiviteit, commutativiteit, associativiteit
‣ Modus ponens
‣ Modus tollens
- Drogredeneringen zoals het onterecht omkeren van een implicatie, het verwarren van een implicatie en een equivalentie","'- Bepalen van de geldigheid van een logische redenering
- Verklaren van een stap in een logische redenering",,'◦ De eindterm wordt zowel met als zonder context gerealiseerd.,,beheersingsniveau analyseren,,,,,,sec-6.14-2400798259,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-redeneren
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,Redeneringen opbouwen en abstraheren rekening houdend met de samenhang en structuur van wiskunde.,6.15,De leerlingen beargumenteren wiskundige redeneringen en uitspraken.,Nee,"'- Symbolen: ∧, ∨, ¬, ⇒, ⇔, ∀, ∃","'- Implicatie, equivalentie
- Nodige en voldoende voorwaarde
- Logica uit eindtermen van de derde graad doorstroomfinaliteit
- Wiskundige eigenschappen uit eindtermen van de derde graad doorstroomfinaliteit zoals afgeleide functies van f(x) = x en f(x) = x², eigenschappen van rijen","'- Illustreren van een uitspraak met voorbeelden
- Verifiëren van de correctheid van een wiskundige uitspraak
‣ Opbouwen van een eenvoudige wiskundige redenering
‣ Weerleggen van een uitspraak met een tegenvoorbeeld
- Beargumenteren van redeneerstappen in een aangereikte wiskundige redenering
- Reconstrueren van behandelde bewijzen in een gewijzigde situatie zoals met andere symbolen, in een specifiek geval",,,,beheersingsniveau evalueren,,,,,,sec-6.15-2875060543,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-redeneren
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Modelleren en problemen oplossen door analyseren, (de)mathematiseren of aanwenden van heuristieken.",6.16,De leerlingen lossen problemen op door te mathematiseren en demathematiseren en door gebruik te maken van heuristieken.,Nee,,'- Wiskundige concepten uit eindtermen van de derde graad doorstroomfinaliteit,"'- Toepassen van wiskundige concepten en vaardigheden uit eindtermen van de derde graad doorstroomfinaliteit
- Toepassen van heuristieken
- Mathematiseren en demathematiseren
- Invoeren van een variabele
- Toepassen van reflectievaardigheden: evalueren van het proces en de oplossing",,'◦ De eindterm wordt zowel met als zonder context gerealiseerd.,,beheersingsniveau analyseren,,,,,,sec-6.16-893310338,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-modelleren-en-heuristiek
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Modelleren en problemen oplossen door analyseren, (de)mathematiseren of aanwenden van heuristieken.",zie eindterm,6.38,Nee,,,,,,,,,,,,,,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-wiskunde-modelleren-en-heuristiek
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de bouw, structuur en eigenschappen van materie in levende en niet-levende systemen.",6.17,"De leerlingen brengen biomoleculen en macromoleculen in verband met hun structuurkenmerken, toepassingen en biologische en chemische processen in het dagelijks leven.",Nee,"'- Namen en symbolen van elementen uit het PSE: H, He, C, N, O, P, Ne, Na, Mg, Al, S, Cl, K, Ca, Fe, Cu, Zn, Br, Ag, Au, Hg, Pb, F, I, U, Sn, Li, Cd, Ar, Si, Be
- Algemene structuurkenmerken van aminozuren, vetzuren, nucleotiden, monosachariden","'- Algemene structuur van de biomoleculen vetten, eiwitten, polysachariden, nucleïnezuren
- Polymeervorming
- Polymeren en dimeren
- Bioplastics
- Kunststoffen zoals PE, PET, PVC, PA
- Nanomaterialen
- Voorkomen en belang van biomoleculen: aminozuren, vetzuren, glycerol, vetten, eiwitten, zetmeel, nucleïnezuren, lactose en sucrose, glucose en fructose
- Eigenschappen van kunststoffen en bioplastics: vervormbaarheid (thermoplasten, thermoharders, elastomeren), recycleerbaarheid
- Eigenschappen en toepassingsmogelijkheden van nanomaterialen",,,,,beheersingsniveau begrijpen,,,,,,sec-6.17-1134487788,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-chemie
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.18,"De leerlingen leggen het verloop van een chemische reactie, de ligging en de verschuiving van een chemisch evenwicht uit.",Nee,"'- Reactiepijl bij een aflopende reactie, bij een evenwichtsreactie
- Chemische reactiesnelheid, activeringsenergie, effectieve botsing","'- Onderscheid tussen een aflopende reactie, een evenwichtsreactie en geen reactie
- Botsingsmodel van een chemische reactie: activeringsenergie, effectieve botsing
- Chemisch evenwicht als dynamisch evenwicht
- Chemische reactiesnelheid 
- Factoren die de reactiesnelheid beïnvloeden: temperatuur, verdelingsgraad van een stof, concentratie, (bio)katalysator
- De wet van Le Chatelier- Van ’t Hoff","'- Gebruiken van een formularium 
- Toepassen van de wet van Le Chatelier - Van ‘t Hoff",,,,beheersingsniveau begrijpen,,,,,,sec-6.18-3357967122,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.19,De leerlingen leggen het verband tussen concrete voorbeelden van hedendaagse toepassingen en productieprocessen van materialen en stoffen enerzijds en organische en anorganische reactietypen anderzijds.,Nee,,"'- Typische reactiekenmerken van reactietypen zoals zuur-basereacties, redoxreacties, neerslagreacties, polymerisatie, hydrogenatie, hydrolyse, condensatiereacties",,,"'◦De eindterm wordt met context gerealiseerd zoals harden van oliën, vorming van macromoleculen zoals vetten, eiwitten en koolhydraten, waterzuivering, verzilveren, verkoperen, galvaniseren van voorwerpen, batterijen, maagtabletten.",,beheersingsniveau begrijpen,,,,,,sec-6.19-163317592,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.20,De leerlingen beargumenteren het belang van duurzame circulaire chemie binnen het duurzaamheidsvraagstuk.,Nee,'- Circulaire chemie,"'- Duurzame chemie, circulaire chemie
‣ Take-make-waste principe, cradle to cradle principe
‣ Energie- en grondstoffengebruik 
‣ CO₂-neutrale productie
‣ Innovatieve materialen en technieken
- Herkomst, toepassingen, eigenschappen van grondstoffen in functie van recycleerbaarheid",'- Systeemdenken,,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau evalueren,,,,,,sec-6.20-1086234763,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.21,"De leerlingen lichten elektrische, magnetische en gravitationele interacties tussen systemen toe aan de hand van de concepten kracht en veld.",Nee,"'- Gravitatieveld, elektrisch veld,  magnetisch veld
- Veldsterkte 
- Elektrische lading, massa, elektrische pool, magnetische pool
- Gravitatiekracht, zwaartekracht, Coulombkracht","'- Velden &gt; Gravitatieveld, elektrisch veld, magnetisch veld &gt; Massa, elektrische lading, elektrische pool en magnetische polen &gt; Permanente magneten en elektromagneten &gt; Elektrische en magnetische veldlijnen inclusief zin en richting ervan &gt; Verband tussen veldlijnen en veldsterkte &gt; Magnetisch veld rond een stroomvoerende geleider, aardmagnetisch veld - Krachten &gt; Gravitatiekracht inclusief formule voor de grootte ervan F=G∙m₁∙m₂/r², Coulombkracht inclusief formule voor de grootte ervan F=k∙|Q₁|∙|Q₂|/r² en kracht op een bewegende lading in een magnetisch veld &gt; Elektrische en magnetische influentie &gt; Verband tussen zwaartekracht en gravitatiekracht &gt; Analogieën/verschillen tussen verschillende veldkrachten - Vectorieel verband tussen kracht en veldsterkte",,,'◦ De eindterm wordt met context gerealiseerd.,,beheersingsniveau begrijpen,,,,,,sec-6.21-1535442684,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica
Secundair onderwijs,Gewoon,3de graad,"aso, kso, tso",Finaliteit doorstroom,"6. Competenties inzake wiskunde, exacte wetenschappen en technologie",,Eindtermen,Bouwsteen,"Inzicht ontwikkelen in de verschijningsvormen van energie, de wisselwerking tussen materie onderling en met energie alsook de gevolgen ervan.",6.22,De leerlingen gebruiken de drie wetten van Newton kwalitatief en kwantitatief om het effect van de inwerkende krachten op de bewegingsverandering van een systeem te verklaren.,Nee,"'- Normaalkracht, wrijvingskracht, veerkracht, zwaartekracht, gravitatiekracht, Coulombkracht - Snelheid, versnelling, massa, traagheidswet - Vectoriële formule voor de tweede wet van Newton F=m∙a","'- Soorten krachten: normaalkracht, wrijvingskracht, veerkracht, zwaartekracht, gravitatiekracht, Coulombkracht, kracht op een bewegende lading in een magnetisch veld - Snelheid en versnelling - Kracht, snelheid en versnelling als vectoriële grootheden - Samenstelling van krachten, resulterende kracht - Dynamische effecten van een kracht: versnellen, vertragen, van richting veranderen - De drie wetten van Newton inclusief vectoriële formule F=m∙a - Centripetaalkracht en centripetale versnelling bij een eenparig cirkelvormige beweging, inclusief formule voor de grootte ervan a=v²/r","'- Tekenen van krachten als vectoren 
- Werken met vectoriële grootheden
‣ Bepalen van de richting en de zin van een vectoriële grootheid
‣ Samenstellen van vectoren
# Grafisch in één en twee dimensies
# Via berekening in één dimensie
- Omvormen van formules: één variabele uitdrukken in functie van de andere
- Gebruiken van een formularium",,"'◦ De eindterm wordt met context gerealiseerd.◦ Contexten zoals een voorwerp in rust op tafel, het nut van een gordel en een airbag, het fietsen met constante snelheid, een bungeespringer, een remmende fietser, de uitvoering van een bocht met een wagen, de afbuiging van een bewegende lading in een magnetisch veld, de beweging van de aarde rond de zon, de rotatie van een elektron rond een atoomkern komen aan bod.",,beheersingsniveau toepassen,,,,,,sec-6.22-2145158075,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr3-doorstroom,http://ilearn.ilabt.imec.be/vocab/curr1/c-stem,http://ilearn.ilabt.imec.be/vocab/curr1/s-fysica
