Niveau,Soort,Graad,Onderwijsvorm,Finaliteit,Sleutelcompetentie,Wetenschapsdomein,Type onderwijsdoel,Type onderdeel,Onderdeel,Nummer / Code,Onderwijsdoel,Attitudinaal,Feitenkennis,Conceptuele kennis,Procedurele kennis,Metacognitieve kennis,Context,Tekstkenmerken,Cognitieve dimensie,Affectieve dimensie,Psychomotorische dimensie,Studierichtingen,Geldig vanaf,Geldig tot,Id,Onderwijsniveau_id,Verwante sleutelcompetentie,Verwante bouwsteen,Verwant wetenschapsdomein
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.4,"De leerlingen hanteren aangereikte strategieën om met vooroordelen, stereotypering, machtsmisbruik en groepsdruk om te gaan.",Nee,"'- Vooroordeel, stereotypering, machtsmisbruik en groepsdruk",,"'- Toepassen van strategieën om met vooroordelen, stereotypering, machtsmisbruik en groepsdruk om te gaan zoals zich informeren, kwesties bespreekbaar maken, negatieve aspecten benoemen en gepast reageren",,,,beheersingsniveau toepassen,,,,31/08/2017,,sec-7.4-111624855,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.5,De leerlingen onderscheiden de voordelen en de uitdagingen verbonden aan samenleven en samenwerken in diversiteit.,Nee,'- Diversiteit,"'- Eigenschappen van een diverse samenleving, met aandacht voor meerdere aspecten van diversiteit zoals fysieke, mentale, cognitieve, socio-economische en culturele aspecten
- Voordelen van diversiteit zoals culturele verrijking, uitwisseling van ideeën, economische uitwisseling
- Uitdagingen van diversiteit zoals meningsverschillen, verschillende belangen, verschillende referentiekaders van waaruit men denkt en handelt, risico van groepsdenken en uitsluiting
- Eigenschappen van verschillende vormen van samenleven van sociale groepen zoals multiculturalisme, monoculturalisme, integratie, assimilatie, inclusie, exclusie",'- Toepassen van strategieën om de voordelen en de uitdagingen verbonden aan samenleven en samenwerken in diversiteit te onderscheiden,,'◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: 'Global Citizenship Education -Topics and  Learning Objectives - UNESCO (2015)'.,,beheersingsniveau analyseren,,,,31/08/2017,,sec-7.5-843726244,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Omgaan met diversiteit in het samenleven en het samenwerken.,7.6,"De leerlingen illustreren met historische en actuele voorbeelden vormen van onverdraagzaamheid, discriminatie en racisme.",Nee,,"'- De betekenis en impact van onverdraagzaamheid, discriminatie en racisme",,,,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.6-893283537,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-diversiteit,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Geïnformeerd en beargumenteerd met elkaar in dialoog gaan.,7.7,De leerlingen zijn bereid om in dialoog hun mening te ontwikkelen en bij te sturen.,Ja,,,,,,,,,,,31/08/2017,,sec-7.7-30182697,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-dialoog,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Geïnformeerd en beargumenteerd met elkaar in dialoog gaan.,7.8,De leerlingen hanteren aangereikte strategieën om op een geïnformeerde wijze in dialoog te gaan over maatschappelijke uitdagingen.,Nee,,'- Betrouwbare informatie en conclusie,"'- Toepassen van strategieën om met elkaar in dialoog te gaan zoals actief luisteren, creatief denken, zich inleven",,,,beheersingsniveau toepassen,,,,31/08/2017,,sec-7.8-64041643,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-dialoog,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,"Actief participeren aan de samenleving, rekening houdend met de rechten en plichten van iedereen binnen de rechtsstaat.",7.9,De leerlingen zijn bereid om zich te engageren in de samenleving.,Ja,,,,,,,,,,,31/08/2017,,sec-7.9-1965362034,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-participatie,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,"Actief participeren aan de samenleving, rekening houdend met de rechten en plichten van iedereen binnen de rechtsstaat.",7.10,"De leerlingen illustreren hoe men  zich individueel en als groepslid kan engageren en actie kan ondernemen bij lokale, regionale, nationale of mondiale kwesties.",Nee,,"'- Rollen en verantwoordelijkheden van individuen en groepen, zoals vrijwilligers, verenigingen, middenveldorganisaties, en de impact van hun acties",,,"'◦ De eindterm wordt gerealiseerd binnen de principes van de democratische rechtsstaat.
◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: 'Global Citizenship Education -Topics and  Learning Objectives - UNESCO (2015)'.",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.10-1603101408,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-participatie,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,"Actief participeren aan de samenleving, rekening houdend met de rechten en plichten van iedereen binnen de rechtsstaat.",7.11,"De leerlingen hanteren aangereikte strategieën om vormen van inspraak, participatie en besluitvorming toe te passen, rekening houdend met de rechten en plichten van iedereen.",Nee,,"'- Inspraak, participatie en besluitvorming zoals in schoolse situaties, jeugd- en vrijetijdsorganisaties, benefietacties, drukkingsgroepen","'- Toepassen van strategieën voor inspraak, participatie en besluitvorming rekening houdend met de rechten en plichten van iedereen zoals stemmen, overleggen, petities organiseren, lobbyen, opinies delen",,,,beheersingsniveau toepassen,"Handelen vanuit een persoonlijk kader waarin voorkeuren voor waarden, opvattingen, gedragingen , gebeurtenissen, informatie, taken, strategieën,… geïnternaliseerd zijn, maar waarbij nog aandacht nodig is voor de balans tussen conflicterende aspecten",,,31/08/2017,,sec-7.11-2069328846,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-participatie,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,De wederzijdse invloed tussen maatschappelijke domeinen en ontwikkelingen en de impact ervan op de (globale) samenleving en het individu kritisch benaderen.,7.12,De leerlingen handelen met het oog op duurzame ontwikkeling.,Ja,,,,,,,,,,,31/08/2017,,sec-7.12-1275011515,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-maatschappijkritisch-denken,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,De wederzijdse invloed tussen maatschappelijke domeinen en ontwikkelingen en de impact ervan op de (globale) samenleving en het individu kritisch benaderen.,7.13,De leerlingen lichten de betekenis en het belang van duurzame ontwikkeling toe.,Nee,'- Duurzame ontwikkeling,"'- Duurzame ontwikkeling
- Duurzame ontwikkelingsdoelen
- Verschillende perspectieven op duurzaamheidsvraagstukken: planet, prosperity, people, partnership, peace",,,"'◦ De eindterm wordt gerealiseerd aan de hand van actuele thema's, op relevante ruimtelijke schaalniveaus, gaande van lokaal tot mondiaal. 
◦ Het referentiekader voor de duurzame ontwikkelingsdoelen is ‘de Duurzame Ontwikkelingsdoelstellingen’ zoals geformuleerd door de internationale gemeenschap (SDG's).",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.13-2010640797,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-maatschappijkritisch-denken,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,De wederzijdse invloed tussen maatschappelijke domeinen en ontwikkelingen en de impact ervan op de (globale) samenleving en het individu kritisch benaderen.,7.14,De leerlingen illustreren hoe systeemdenken kan worden toegepast op duurzaamheidskwesties.,Nee,,"'- De betekenis en eigenschappen van systeemdenken, oorzaak-gevolg relaties, onderscheid geheel - onderdeel binnen systemen, verschillende perspectieven, onzekerheid
- Lokale en mondiale verwevenheid en interactie",'- Toepassen van systeemdenken,,"'◦ De eindterm wordt gerealiseerd binnen volgend toepassingsgebied: van lokaal over regionaal tot mondiaal en doorheen de tijd.
◦ Het referentiekader voor de duurzame ontwikkelingsdoelen is ‘de Duurzame Ontwikkelingsdoelstellingen’ zoals geformuleerd door de internationale gemeenschap (SDG's).",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.14-601485857,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-maatschappijkritisch-denken,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,"Democratische besluitvorming op lokaal, nationaal en internationaal niveau duiden",7.15,De leerlingen illustreren aan de hand van actuele gebeurtenissen hoe democratische besluitvorming werkt op verschillende bestuursniveaus.,Nee,,"'- Besluitvormingsorganen zoals gemeenteraad, provincieraad, parlement
- Bestuursniveaus: gemeente, provincie, gemeenschap, gewest, federaal, Europese Unie
- Democratische besluitvorming en haar randvoorwaarden zoals transparantie, overleg, persvrijheid",,,"'◦ De eindterm wordt gerealiseerd binnen de context van Vlaanderen, België en de Europese Unie.",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.15-724729133,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-politiek,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Democratische principes en democratische cultuur kaderen binnen de moderne rechtsstaat.,7.16,De leerlingen komen op voor de eerbiediging van de rechten van de mens en het kind en voor sociale rechtvaardigheid.,Ja,,,,,,,,,,,31/08/2017,,sec-7.16-4099155857,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-democratie-en-mensenrechten,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Democratische principes en democratische cultuur kaderen binnen de moderne rechtsstaat.,7.17,De leerlingen appreciëren de democratische principes en het samenleven in een democratie.,Ja,,,,,,,,,,,31/08/2017,,sec-7.17-3675052845,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-democratie-en-mensenrechten,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Democratische principes en democratische cultuur kaderen binnen de moderne rechtsstaat.,7.18,De leerlingen beschrijven concrete situaties met betrekking tot mensenrechten.,Nee,,"'- Mensen- en kinderrechten
- Eerbiediging en schending van mensen- en kinderrechten",,,"'◦ De referentiekaders bij het realiseren van deze eindterm zijn ‘Universele Verklaring van de Rechten van de Mens’, ‘Europees Verdrag tot Bescherming van de Rechten van de Mens en de Fundamentele Vrijheden’ en ‘Kinderrechtenverdrag’.
◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: ‘Competences for democratic culture’ van de Raad van Europa.",,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.18-362493697,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-democratie-en-mensenrechten,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,7. Burgerschapscompetenties met inbegrip van competenties inzake samenleven,,Eindtermen,Bouwsteen,Democratische principes en democratische cultuur kaderen binnen de moderne rechtsstaat.,7.19,De leerlingen illustreren uitdagingen met betrekking tot sociale rechtvaardigheid en onrechtvaardigheid binnen een welvaartstaat aan de hand van concrete voorbeelden.,Nee,,"'- Armoede, kansarmoede, armoedebestrijding
- Sociale rechtvaardigheid, sociale ongelijkheid, herverdelingsmechanisme 
- Principes van de welvaartstaat zoals wederkerigheid, solidariteit en inclusiviteit.
- Recht op en toegang tot basisbehoeften",,,'◦ Ter ondersteuning bij het realiseren van deze eindterm kan volgend referentiekader gebruikt worden: ‘Competences for democratic culture’ van de Raad van Europa.,,beheersingsniveau begrijpen,,,,31/08/2017,,sec-7.19-4163540177,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-burgerschap-en-samenleven,http://ilearn.ilabt.imec.be/vocab/curr1/s-democratie-en-mensenrechten,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,"Vreemde talen receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddelen in relevante situaties.",3.1,"De leerlingen zijn gemotiveerd voor taal m.i.v. cultuur, lezen, spreken, interactie, schrijven en luisteren.",Ja,,,,,,,,,,,31/08/2017,,sec-3.1-2396915462,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-communicatie,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,"Vreemde talen receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddelen in relevante situaties.",3.2,"De leerlingen beleven plezier aan taal m.i.v. cultuur, lezen, spreken, interactie, schrijven en luisteren.",Ja,,,,,,,,,,,31/08/2017,,sec-3.2-1920253062,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-communicatie,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,"Vreemde talen receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddelen in relevante situaties.",3.3,De leerlingen ontwikkelen durf om te communiceren.,Ja,,,,,,,,,,,31/08/2017,,sec-3.3-3902850486,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-communicatie,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,"Vreemde talen receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddelen in relevante situaties.",3.4,De leerlingen bepalen het onderwerp en de globale inhoud van geschreven en gesproken teksten in functie van doelgerichte communicatie.,Nee,"'- Woordenschat: zeer elementair repertoire bestaande uit transparante woorden, de meest frequente woorden, woordcombinaties en vaste uitdrukkingen uit een zeer beperkte waaier aan relevante thema’s binnen het persoonlijke, publieke, educatieve en professionele domein","'- Onderwerp
- Globale inhoud
- Doelgerichte communicatie","'- Toepassen van strategieën: met lees- en luisterdoel rekening houden; voorkennis activeren; inhoud voorspellen; vragen stellen; de vermoedelijke betekenis van onbekende woorden afleiden uit de context en via taalverwantschap; talige hulpmiddelen gebruiken
- Functioneel gebruiken van eindtermen 3.11 en 3.12",,'◦ Het referentiekader is het Gemeenschappelijk Europees Referentiekader voor Moderne Vreemde Talen zoals geformuleerd door de Raad van Europa (A1+).,"'* Zeer eenvoudige, herkenbare, expliciet aangegeven tekststructuur
* Zeer lage informatiedichtheid
* Zeer elementaire woordenschat bestaande uit hoofdzakelijk transparante woorden, de meest frequente woorden, woordcombinaties en vaste uitdrukkingen uit een zeer beperkte waaier aan relevante thema’s binnen het persoonlijke, publieke, educatieve en professionele domein
* Grote samenhang
* Concrete, herkenbare inhoud 
* Zeer eenvoudige zinsbouw 
* Beperkte lengte
* Tekstsoorten zoals informatief, opiniërend, prescriptief, narratief, apart of gecombineerd
bijkomend voor schriftelijke receptie
* Duidelijke lay-out
bijkomend voor mondelinge receptie
* Geen achtergrondruis
* Normaal spreektempo met frequente pauzes
* Ondersteunende maar natuurlijke intonatie
* Heldere uitspraak, duidelijke articulatie
* Met visuele ondersteuning of met ondersteuning van non-verbaal gedrag",beheersingsniveau analyseren,,,,31/08/2017,,sec-3.4-1695774186,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-communicatie,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,"Vreemde talen receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddelen in relevante situaties.",3.5,De leerlingen bepalen wat de hoofdgedachte is in geschreven en gesproken teksten in functie van doelgerichte communicatie.,Nee,'- Zie eindterm 3.4,"'- Hoofdgedachte
- Doelgerichte communicatie",'- Zie eindterm 3.4,,'◦ Zie eindterm 3.4,'* Zie eindterm 3.4,beheersingsniveau analyseren,,,,31/08/2017,,sec-3.5-2540864644,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-communicatie,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,"Vreemde talen receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddelen in relevante situaties.",3.6,De leerlingen selecteren relevante informatie in geschreven en gesproken teksten in functie van doelgerichte communicatie.,Nee,'- Zie eindterm 3.4,"'- Relevante informatie
- Doelgerichte communicatie",'- Zie eindterm 3.4,,'◦ Zie eindterm 3.4,'* Zie eindterm 3.4,beheersingsniveau analyseren,,,,31/08/2017,,sec-3.6-2763685411,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-communicatie,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,"Vreemde talen receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddelen in relevante situaties.",3.7,"De leerlingen produceren mondelinge teksten in functie van doelgerichte communicatie met behulp van sleutelwoorden, bouwstenen of een voorbeeld.",Nee,"'- Woordenschat: zeer elementair repertoire bestaande uit transparante woorden, de meest frequente woorden, woordcombinaties en vaste uitdrukkingen die toelaten te voldoen aan de meest elementaire communicatiebehoeften en die gerelateerd zijn aan een zeer beperkte waaier aan relevante thema’s binnen het persoonlijke, publieke, educatieve en professionele domein",'- Doelgerichte communicatie,"'- Toepassen van strategieën: met spreekdoel rekening houden; voorkennis activeren; met ontvanger rekening houden zoals door het gepast inzetten van lichaamstaal; talige hulpmiddelen gebruiken; ondersteunende middelen gebruiken
- Functioneel gebruiken van eindtermen 3.11 en 3.12",,'◦ Het referentiekader is het Gemeenschappelijk Europees Referentiekader voor Moderne Vreemde Talen zoals geformuleerd door de Raad van Europa (A1+).,"'* Beheersing van een zeer elementair repertoire bestaande uit transparante woorden, de meest frequente woorden, woordcombinaties en vaste uitdrukkingen die toelaten te voldoen aan de meest elementaire communicatiebehoeften en die gerelateerd zijn aan een zeer beperkte waaier aan relevante thema’s binnen het persoonlijke, publieke, educatieve en professionele domein
* Beheersing van de taalstructurele elementen opgenomen in eindterm 3.11; beperkte beheersing van eenvoudige grammaticale constructies en zinspatronen uit een aangeleerd repertoire
* Gebruik van gepaste beleefdheidsconventies bij de meest elementaire alledaagse taalhandelingen en van gepast register (afgestemd op doel en doelpubliek): neutraal, familiair
* Gebruik van hoogfrequente signaalwoorden m.b.t. chronologisch verloop, opsomming
* Redelijk herkenbare samenhang
* Concrete inhoud gerelateerd aan een zeer beperkte waaier aan relevante thema’s binnen het persoonlijke, publieke, educatieve en professionele domein
* Zeer beperkte lengte
* Tekstsoorten zoals informatief en opiniërend, apart of gecombineerd
* Gepaste, niet-storende lichaamstaal
* Uitspraak van een zeer beperkt repertoire van aangeleerde woorden en frasen is met enige inspanning verstaanbaar
* Gebruik van hoofdzakelijk geïsoleerde woorden, transparante woorden, de meest frequente woorden, woordcombinaties en vaste uitdrukkingen, met talrijke onderbrekingen (om naar uitdrukkingen te zoeken, minder vertrouwde woorden uit te spreken en om de communicatie te herstellen)
* Met behulp van ondersteunende middelen",beheersingsniveau creëren,,,,31/08/2017,,sec-3.7-1068512796,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-communicatie,
Secundair onderwijs,Gewoon,2de graad,bso,Finaliteit arbeidsmarkt,3. Competenties in andere talen,,Eindtermen,Bouwsteen,"Vreemde talen receptief, productief en interactief, zowel mondeling als schriftelijk gebruiken als communicatiemiddelen in relevante situaties.",3.8,"De leerlingen produceren schriftelijke teksten in functie van doelgerichte communicatie met behulp van sleutelwoorden, bouwstenen of een voorbeeld.",Nee,"'- Woordenschat: zeer elementair repertoire bestaande uit transparante woorden, de meest frequente woorden, woordcombinaties en vaste uitdrukkingen die toelaten te voldoen aan de meest elementaire communicatiebehoeften en die gerelateerd zijn aan een zeer beperkte waaier aan relevante thema’s binnen het persoonlijke, publieke, educatieve en professionele domein",'- Doelgerichte communicatie,"'- Toepassen van strategieën: met schrijfdoel rekening houden; voorkennis activeren; met ontvanger rekening houden; talige hulpmiddelen gebruiken; eigen tekst nakijken; ondersteunende middelen gebruiken
- Functioneel gebruiken van eindtermen 3.11 en 3.12",,'◦ Het referentiekader is het Gemeenschappelijk Europees Referentiekader voor Moderne Vreemde Talen zoals geformuleerd door de Raad van Europa (A1).,"'* Beheersing van een zeer elementair lexicaal repertoire bestaande uit hoofdzakelijk geïsoleerde woorden, de meest frequente woorden, transparante woorden, woordcombinaties en vaste uitdrukkingen die toelaten te voldoen aan de meest elementaire communicatiebehoeften, die betrekking hebben op concrete situaties en die gerelateerd zijn aan een zeer beperkte waaier aan relevante thema’s binnen het persoonlijke, publieke, educatieve en professionele domein
* Beheersing van de taalstructurele elementen opgenomen in eindterm 3.11; beperkte beheersing van eenvoudige grammaticale constructies en zinspatronen uit een aangeleerd repertoire
* Gebruik van gepaste beleefdheidsconventies bij de meest elementaire alledaagse taalhandelingen en van gepast register (afgestemd op doel en doelpubliek): neutraal, familiair
* Gebruik van hoogfrequente signaalwoorden m.b.t. chronologisch verloop, opsomming
* Redelijk herkenbare samenhang
* Concrete inhoud
* Zeer beperkte lengte
* Tekstsoorten zoals informatief en opiniërend, apart of gecombineerd
* Korte woorden en frasen uit het aangeleerde lexicale repertoire zijn correct overgeschreven
* Met behulp van ondersteunende middelen",beheersingsniveau creëren,,,,31/08/2017,,sec-3.8-2341961713,http://ilearn.ilabt.imec.be/vocab/ondniv/sec-gr2-arbeidsmarkt,http://ilearn.ilabt.imec.be/vocab/curr1/c-andere-talen,http://ilearn.ilabt.imec.be/vocab/curr1/s-1-communicatie,
